"job_id","title","date_range"
7734,"CEO","February 2017 – Present(3 years 2 months)Warsaw, Masovian District, Poland"
7735,"Warsaw Community Leader","October 2015 – Present(4 years 6 months)Warsaw, Masovian District, Poland"
7736,"Senior Full-stack Software Engineer","June 2014 – Present(5 years 10 months)San Francisco Bay Area"
7737,"Development Lead","March 2018 – January 2019(10 months)Las Vegas, Nevada Area"
7738,"Lead Engineer","January 2018 – March 2018(2 months)Gibraltar"
7739,"Founder & CTO","April 2012 – January 2017(4 years 9 months)Warsaw, Masovian District, Poland"
7740,"Senior Software Engineer (via Toptal)","2016 – 2017"
7741,"Software Engineer","May 2014 – April 2016(1 year 11 months)Warsaw, Masovian District, Poland"
7742,"Senior Software Engineer (via Toptal)","2015 – 2016"
7743,"Freelance Social Market Analyst","September 2007 – December 2011(4 years 3 months)"
7744,"CIO","January 2019 – Present(1 year 3 months)Las Vegas, Nevada Area"
7811,"Web Developer","March 2013 – Present(7 years 3 months)"
7812,"Web Developer","November 2016 – July 2018(1 year 8 months)Remoto"
7813,"Front End Developer / WordPress Developer","June 2014 – November 2016(2 years 5 months)"
7814,"Web Developer","May 2013 – October 2013(5 months)"
7815,"Web Developer","June 2011 – March 2013(1 year 9 months)"
7816,"Web Developer","November 2009 – June 2011(1 year 7 months)"
7817,"Web Developer","June 2008 – February 2010(1 year 8 months)"
7818,"Magento Front End Developer","August 2018 – Present(1 year 10 months)Remoto"
7819,"Software Developer","August 2019 – Present(10 months)Argentina"
7838,"Software QA Engineer","January 2014 – July 2018(4 years 6 months)"
7839,"Technical Support Engineer","November 2010 – December 2013(3 years 1 month)"
7840,"Technical Support Engineer","August 2008 – December 2009(1 year 4 months)Bahia Blanca, Argentina"
7841,"Software Engineer","August 2018 – Present(1 year 10 months)"
7854,"Desarrolador","March 2015 – June 2017(2 years 3 months)"
7855,"Desarrollador en java Jr.","March 2013 – March 2014(1 year)"
7856,"Software Developer","July 2017 – Present(2 years 11 months)Greater Buenos Aires, Argentina"
7893,"Angular Developer","June 2019 – September 2019(3 months)Córdoba, Argentina"
7894,"Au Pair","November 2016 – December 2018(2 years 1 month)Richmond, Virginia, US"
7895,"Receptionist and telephonist","April 2015 – May 2016(1 year 1 month)Córdoba Province, Argentina"
7896,"PEGA Developer","September 2019 – Present(9 months)Córdoba Province, Argentina"
7970,"Project Manager","November 2019 – May 2020(6 months)Argentina"
7971,"Technical Manager - Production Support","July 2019 – October 2019(3 months)Argentina"
7972,"Technical Team Manager - Customer Support Level 2","March 2018 – July 2019(1 year 4 months)Argentina"
7973,"Senior Software Engineer - Customer Support Level 2","November 2017 – March 2018(4 months)La Plata Partido, Greater Buenos Aires, Argentina"
7974,"Test Engineer - Senior","March 2014 – November 2017(3 years 8 months)Buenos Aires, Argentina"
7975,"Academy Manager & CCNA Instructor","January 2013 – November 2017(4 years 10 months)Buenos Aires, Argentina"
7976,"Test Engineer - SemiSr","March 2011 – February 2014(2 years 11 months)Buenos Aires, Argentina"
7977,"CCNA Instructor","February 2008 – December 2012(4 years 10 months)La Plata, Buenos Aires, Argentina"
7978,"Test Engineer - Junior","December 2007 – February 2011(3 years 2 months)La Plata, Buenos Aires, Argentina"
7979,"Intern","February 2007 – February 2008(1 year)"
7980,"Online Tutor - Part time","2001 – 2007"
7981,"Game reviewer","July 2003 – July 2004(1 year)"
7982,"Game reviewer","August 2003 – December 2003(4 months)"
7983,"Game reviewer","June 2000 – January 2003(2 years 7 months)"
7984,"Support Engineer","June 2020 – PresentArgentina"
8110,"Software Engineer","October 2017 – December 2018(1 year 2 months)Seattle, Washington"
8111,"Mobile Engineer","2015 – 2016"
8112,"Mobile Engineer","2013 – 2014"
8113,"Mobile Engineer","2012 – 2013"
8114,"Cofounder","June 2009 – June 2010(1 year)"
8115,"Intern","July 2007 – September 2007(2 months)"
8116,"Intern","June 2006 – August 2006(2 months)"
8117,"Co-Founder","January 2019 – Present(1 year 5 months)Greater Seattle Area"
8118,"Sr Cloud Architect","March 2014 – November 2018(4 years 8 months)Palo Alto, CA"
8119,"Lead Software Engineer","August 2012 – March 2014(1 year 7 months)Palo Alto, CA"
8120,"Chief Enterprise Architect for TopOffice","February 2012 – August 2012(6 months)Cupertino, CA"
8121,"Chief Enterprise Architect for JRisk/TopOffice","April 2008 – January 2012(3 years 9 months)"
8122,"Chief Enterprise Architect for JRisk","June 2006 – April 2008(1 year 10 months)"
8123,"J2EE Architect","August 2000 – June 2006(5 years 10 months)"
8124,"Systems Administrator","September 1998 – August 2000(1 year 11 months)"
8125,"Engineer","July 1997 – August 1998(1 year 1 month)"
8126,"Software Engineer","1992 – 1996"
8127,"Chief Architect","November 2018 – Present(1 year 7 months)Palo Alto, CA"
8128,"Principal Member Of Technical Staff","December 2018 – January 2020(1 year 1 month)San Francisco Bay Area"
8129,"Senior Member Of Technical Staff","May 2017 – December 2018(1 year 7 months)San Francisco Bay Area"
8130,"Senior Software Engineer","May 2016 – May 2017(1 year)Palo Alto"
8131,"Senior Software Development Engineer","May 2015 – April 2016(11 months)United States"
8132,"Senior Software Development Engineer","October 2013 – May 2015(1 year 7 months)"
8133,"Software Development Engineer","February 2013 – October 2013(8 months)"
8134,"Software Development Engineer","January 2010 – February 2013(3 years 1 month)"
8135,"Software Development Engineer","January 2010 – September 2010(8 months)"
8136,"Tutor for Java/J2EE Programming Course","August 2009 – March 2010(7 months)"
8137,"Intern","May 2009 – August 2009(3 months)"
8138,"Research Assistant","January 2009 – May 2009(4 months)"
8139,"Senior Software Engineering Manager","January 2020 – Present(5 months)San Francisco Bay Area"
8140,"Engineering Manager | Platform","2016 – 2018"
8141,"Staff Software Engineer","2015 – 2016"
8142,"Senior Software Engineer","2014 – 2015"
8143,"Senior Software Development Engineer","2006 – 2014"
8144,"SD","2003 – 2006"
8145,"Software Developer","2003 – 2005"
8146,"Engineering Manager | Transient Data","2018 – Present"
8147,"Director, Technical Program Management","2018 – 2019San Francisco Bay Area"
8148,"Senior Engineering Manager, Analytic Data Pipeline","2018 – 2018San Mateo, CA"
8149,"Engineering Manager","2016 – 2018San Carlos, CA"
8150,"Software Development Manager, Databases - DB2, InfoSphere Information Server ( Next Gen )","2012 – 2016San Francisco Bay Area"
8151,"Development Manager, Software Development Integration Tools","2010 – 2012"
8152,"Technical Lead & Application Architect for Build / Test Engineering","2006 – 2010"
8153,"Build Tools Engineer","2002 – 2006"
8154,"Staff Software Engineer","2001 – 2002"
8155,"Program Director, Product Engineering Programs","2019 – PresentPalo Alto, CA"
8156,"Sr Director of Engineering","November 2015 – February 2019(3 years 3 months)Palo Alto, California, USA"
8157,"Sr Director of SW Infrastructure & Operations","March 2015 – October 2015(7 months)Santa Clara, California, USA"
8158,"Director of Tegra Software Planning, Infrastructure, & Operations","September 2012 – March 2015(2 years 6 months)Santa Clara, California"
8159,"Senior Manager of SCM and Tools/Solutions","December 2008 – September 2012(3 years 9 months)Santa Clara, California"
8160,"New Business Development Applications Engineer","May 2007 – November 2008(1 year 6 months)"
8161,"Senior Software Engineer/Lead","February 2006 – March 2007(1 year 1 month)"
8162,"Staff Software Engineer","May 2001 – January 2006(4 years 8 months)"
8163,"VP of Engineering","February 2019 – Present(1 year 4 months)San Francisco Bay Area"
8164,"Software Engineer","April 2016 – November 2017(1 year 7 months)Redwood City, California"
8165,"Principal Member Of Technical Staff","April 2014 – April 2016(2 years)Palo Alto, CA"
8166,"Software Engineer","January 2010 – April 2014(4 years 3 months)Palo Alto, CA"
8167,"Software Engineer","October 2006 – January 2010(3 years 3 months)"
8168,"Software Engineer","June 2006 – September 2006(3 months)"
8169,"Intern","January 2006 – March 2006(2 months)"
8170,"Researcher","January 2004 – December 2005(1 year 11 months)"
8171,"Director Of Engineering","November 2017 – Present(2 years 7 months)"
8172,"Head of Platform Engineering","January 2016 – March 2017(1 year 2 months)San Francisco Bay Area"
8173,"Director, Software Engineering - Cloud Platforms","June 2013 – January 2016(2 years 7 months)San Francisco Bay Area"
8174,"Chief Architect, Application Performance","May 2011 – May 2013(2 years)San Jose, CA"
8175,"VP of Technology and Advanced Development","April 2005 – May 2011(6 years 1 month)Sunnyvale, CA"
8176,"Consulting Member of Technical Staff","June 2003 – March 2005(1 year 9 months)Redwood Shores, CA"
8177,"Senior Director of Engineering / Senior Director of Technology Partnerships","July 2001 – April 2003(1 year 9 months)San Mateo, CA"
8178,"Cofounder and CTO","March 1995 – July 2001(6 years 4 months)Mountain View, CA"
8179,"Senior Manager, Product Develpment","June 1988 – March 1995(6 years 9 months)Menlo Park, CA"
8180,"Researcher","May 1987 – June 1988(1 year 1 month)Palo Alto, CA"
8181,"Project Lead","June 1984 – June 1986(2 years)El Segundo, CA"
8182,"Head of Engineering, Data Science and Innovation","March 2017 – Present(3 years 3 months)United States"
8183,"Software Engineer","April 2017 – October 2017(6 months)Washington D.C. Metro Area"
8184,"Senior Software Engineer","October 2014 – March 2017(2 years 5 months)Washington D.C. Metro Area"
8185,"Senior .NET Developer","May 2013 – October 2014(1 year 5 months)Greater Philadelphia Area"
8186,"Software Engineer","September 2010 – February 2013(2 years 5 months)Istanbul, Turkey"
8187,"IT Specialist / Software Engineer","August 2009 – September 2010(1 year 1 month)Istanbul, Turkey"
8188,"Software Development Manager","October 2017 – Present(2 years 8 months)"
8189,"Engineering Manager DCS","October 2017 – October 2018(1 year)San Mateo"
8190,"Principal Performance Engineer","September 2013 – October 2017(4 years 1 month)"
8191,"Senior Manager, Infrastructure Lab","May 2012 – August 2013(1 year 3 months)"
8192,"Senior Manager, Datacenter Operations West","April 2008 – May 2012(4 years 1 month)"
8193,"Datacenter Manager","January 2005 – April 2008(3 years 3 months)"
8194,"Siteops Engineer","January 2004 – January 2005(1 year)"
8195,"Operations Engineer","March 2003 – December 2003(9 months)"
8196,"Hardware Ops Engineer","January 2001 – February 2003(2 years 1 month)"
8197,"NOC Engineer","February 2000 – December 2000(10 months)"
8198,"Engineering Manager","November 2018 – Present(1 year 7 months)San Mateo, CA"
8199,"Engineering Manager","October 2017 – December 2019(2 years 2 months)San Francisco Bay Area"
8200,"Software Engineer","April 2016 – October 2017(1 year 6 months)San Francisco Bay Area"
8201,"Software Engineer","July 2013 – April 2016(2 years 9 months)San Francisco Bay Area"
8202,"Programmer Analyst Intern","June 2012 – September 2012(3 months)Greater Los Angeles Area"
8203,"Programmer Analyst Intern","June 2011 – September 2011(3 months)Greater Los Angeles Area"
8204,"Engineering Manager","January 2020 – Present(5 months)San Francisco Bay Area"
8205,"Director Of Engineering","October 2018 – December 2018(2 months)San Francisco Bay Area"
8206,"Senior Engineering Manager, Mobile & Platform","May 2017 – October 2018(1 year 5 months)San Francisco Bay Area"
8207,"Engineering Manager, Mobile","August 2016 – May 2017(9 months)San Francisco Bay Area"
8208,"Lead Member of Technical Staff","2013 – July 2016"
8209,"Member of Technical Staff","June 2011 – May 2013(1 year 11 months)Santa Monica, CA"
8210,"Product Software Developer Co-op","January 2011 – May 2011(4 months)"
8211,"Web Developer and Designer","May 2006 – 2011(5 years 1 month)"
8212,"Summer Intern","May 2010 – August 2010(3 months)"
8213,"Student Worker","2010 – 2010"
8214,"Student Worker","2010 – 2010"
8215,"Owner and Technical Support","May 2008 – July 2009(1 year 2 months)"
8216,"Owner and Technical Support","August 2007 – June 2009(1 year 10 months)"
8217,"Director Of Engineering","December 2018 – Present(1 year 6 months)San Francisco Bay Area"
8218,"Sr. Director of Engineering, Platform & Analytics","October 2014 – May 2018(3 years 7 months)San Mateo, CA"
8219,"Senior Engineering Manager, Platform Infrastructure","February 2012 – October 2014(2 years 8 months)San Francisco Bay Area"
8220,"Senior Staff Eng.","June 2004 – February 2012(7 years 8 months)Sunnyvale,CA"
8221,"Member, Technical Staff","December 2002 – May 2004(1 year 5 months)"
8222,"Member, Technical Staff","October 2001 – November 2002(1 year 1 month)"
8223,"Software Engineer","September 2000 – October 2001(1 year 1 month)"
8224,"Software Engineer","1999 – September 2000"
8225,"VP Engineering, Backend services","June 2018 – Present(2 years)Redwood City"
8226,"Cloud Infrastructure Lead","December 2016 – October 2017(10 months)San Mateo, CA"
8227,"Founder","June 2014 – December 2016(2 years 6 months)Palo Alto, CA"
8228,"Senior Director of Engineering","December 2013 – January 2015(1 year 1 month)Redwood City, California"
8229,"Director of Platform","April 2012 – October 2013(1 year 6 months)Menlo Park, CA"
8230,"Engineering Manager","October 2010 – April 2012(1 year 6 months)San Francisco Bay Area"
8231,"Software Engineering Team Lead","April 2010 – October 2010(6 months)Redwood City, CA"
8232,"Software Engineer","January 2008 – July 2008(6 months)Provo, Utah"
8233,"Software Engineer","2007 – 2008"
8234,"Software Development Intern","2005 – 2007"
8235,"Senior Engineering Manager","October 2017 – Present(2 years 8 months)Redwood City"
8236,"Lead Consultant","June 2017 – May 2018(11 months)Wilmington, MA"
8237,"Principal Program Manager","June 2016 – May 2017(11 months)"
8238,"HuddleUp CTO and co-founder, Medallia technical consultant","April 2013 – September 2016(3 years 5 months)Greater Boston Area"
8239,"Director of Technology, L&T","March 2006 – March 2013(7 years)Boston"
8240,"Technical Architect","February 2000 – February 2006(6 years)"
8241,"Network/Systems Administrator","November 1997 – February 2000(2 years 3 months)"
8242,"Computer and Telecom Technical Support","February 1994 – October 1997(3 years 8 months)"
8243,"Director, Cloud Engineering Practice","June 2018 – Present(2 years)Newton, MA"
8244,"Senior Program Manager","October 2018 – September 2019(11 months)Sunnyvale, California"
8245,"Staff Technical Program Manager","June 2017 – September 2018(1 year 3 months)San Mateo, CA"
8246,"Senior Materiel Leader (Director) Mission Systems, Colonel, US Air Force","June 2015 – May 2017(1 year 11 months)Arlington, Virginia 22202"
8247,"Block 2B Capability Manager (Systems Integrator)","July 2014 – May 2015(10 months)Arlington, Virginia 22202"
8248,"National Defense Fellow","June 2013 – June 2014(1 year)MIT (Cambridge, MA)"
8249,"Assistant Air Attache to the United Kingdom","June 2010 – June 2013(3 years)London, England, UK"
8250,"Commander, 717 Test Squadron (Division Chief)","August 2008 – December 2009(1 year 4 months)Arnold AFB, TN"
8251,"Chief, Acquisitions Program, SECAF/CSAF Executive Action Group","June 2007 – August 2008(1 year 2 months)The Pentagon"
8252,"Chief, Congressional Actions, AF Acquisition","July 2006 – June 2007(11 months)The Pentagon"
8253,"F-16 Fighter Aircraft Budget Officer, AF Acquisition","August 2005 – June 2006(10 months)The Pentagon"
8254,"Joint Strike Fighter Program Office (Executive Assistant)","July 2003 – July 2005(2 years)Crystal City, VA"
8255,"Intern -- Office of the Secretarty of Defense, Developmental T&E","July 2002 – July 2003(1 year)The Pentagon"
8256,"Experimental Flight Test Engineer","2000 – 2002"
8257,"F-16 Program Manager","1995 – 1998Dayton, Ohio Area"
8258,"Developmental Engineer","1992 – 1995Greater Los Angeles Area"
8259,"Staff Strategic Cloud Advisor","October 2019 – Present(8 months)Washington D.C. Metro Area"
8260,"Senior Director Product Management","March 2017 – August 2017(5 months)San Francisco Bay Area"
8261,"Senior Director Product Marketing and Product Management","December 2013 – March 2017(3 years 3 months)San Francisco Bay Area"
8262,"Founding Team Member","January 2010 – December 2013(3 years 11 months)San Francisco Bay Area"
8263,"Software Engg","January 2004 – December 2009(5 years 11 months)"
8264,"Founding Engineer","January 2001 – December 2003(2 years 11 months)"
8265,"Research Assistant, EECS Department","August 1999 – December 2000(1 year 4 months)"
8266,"Summer Intern","May 1999 – August 1999(3 months)"
8267,"Co-founder & Chief Product Officer","August 2017 – Present(2 years 10 months)San Francisco Bay Area"
8268,"Advisor, Ex-CTO","May 2019 – Present(1 year 1 month)"
8269,"Engineering Manager","May 2016 – May 2019(3 years)Palo Alto, CA"
8270,"Staff Software Engineer","December 2014 – May 2016(1 year 5 months)Palo Alto, CA"
8271,"Senior Software Engineer","November 2012 – November 2014(2 years)San Jose, CA"
8272,"Software Engineer","June 2011 – November 2012(1 year 5 months)San Francisco, CA"
8273,"Consultant","August 2008 – August 2010(2 years)Singapore"
8274,"Software Engineer","January 2007 – November 2007(10 months)Los Altos, CA"
8275,"Senior Engineering Manager","March 2020 – Present(3 months)San Francisco Bay Area"
8276,"Software Solutions Engineer","July 2012 – March 2015(2 years 8 months)San Francisco Bay Area"
8277,"Client Services Senior Analyst","August 2010 – July 2012(1 year 11 months)San Francisco Bay Area"
8278,"Adjunct Faculty: Mathematics","June 2009 – June 2010(1 year)San Francisco Bay Area"
8279,"Technical Operations Manager","April 2015 – Present(5 years 2 months)Mountain View, CA"
8280,"Director Datacenter Services","April 2017 – April 2018(1 year)San Francisco Bay Area"
8281,"Datacenter Operations Manager","December 2015 – March 2017(1 year 3 months)"
8282,"Technical Program Manager","January 2013 – December 2015(2 years 11 months)San Francisco Bay Area"
8283,"Technical Program Manager","May 2010 – January 2013(2 years 8 months)"
8284,"Operations Manager","August 2008 – May 2010(1 year 9 months)"
8285,"Sr. Operations Manager","May 2006 – August 2008(2 years 3 months)"
8286,"Site Operations Manager","January 2003 – May 2006(3 years 4 months)"
8287,"Data Center Operations Manager","March 2000 – January 2003(2 years 10 months)"
8288,"Engineering Manager","April 2018 – Present(2 years 2 months)San Francisco Bay Area"
8289,"Sr. Manager","December 2017 – February 2020(2 years 2 months)San Mateo, CA"
8290,"Sr. Manager, Engineering","July 2016 – December 2017(1 year 5 months)San Mateo, California"
8291,"Sr. Manager, Engineering","December 2015 – June 2016(6 months)Buenos Aires, Argentina"
8292,"Engineering Manager","January 2015 – December 2015(11 months)Buenos Aires"
8293,"Lead Software Solutions Engineer","November 2013 – January 2015(1 year 2 months)Buenos Aires, Argentina."
8294,"Java Technical Leader","January 2012 – October 2013(1 year 9 months)Buenos Aires, Argentina"
8295,"Java Architect","June 2011 – December 2011(6 months)"
8296,"Sr. Team Lead","August 2010 – June 2011(10 months)"
8297,"Java Architect","April 2010 – August 2010(4 months)"
8298,"Software Designer","July 2009 – April 2010(9 months)"
8299,"Java Developer & Team Lead","March 2008 – July 2009(1 year 4 months)"
8300,"Semi Sr Java Developer","March 2006 – February 2008(1 year 11 months)"
8301,"Semi Senior Java Developer","2005 – 2006"
8302,"Java Junior Developer","2004 – 2005"
8303,"C++ Developer","2003 – 2005"
8304,"Senior Engineering Manager","February 2020 – Present(4 months)Redwood City, California"
8305,"Founder","April 2013 – Present(7 years 2 months)San Francisco Bay Area"
8306,"Advisor/Author/Subject-Matter Expert","March 2018 – February 2019(11 months)San Francisco Bay Area"
8307,"Security Engineer","January 2017 – November 2017(10 months)San Francisco Bay Area"
8308,"Principal Security Engineer","October 2015 – November 2016(1 year 1 month)San Francisco Bay Area"
8309,"Security Engineering Lead","September 2013 – September 2015(2 years)San Francisco Bay Area"
8310,"Senior Network Design Engineer","September 2010 – September 2013(3 years)San Francisco Bay Area"
8311,"Senior Network Analyst","October 2006 – September 2010(3 years 11 months)Toronto, Canada Area"
8312,"Lead Network & Security Engineer","April 2004 – August 2006(2 years 4 months)Dubai, United Arab Emirates"
8313,"Network Systems Engineer","April 2002 – March 2004(1 year 11 months)Abu Dhabi, United Arab Emirates"
8314,"Security Engineer","November 2017 – Present(2 years 7 months)San Francisco Bay Area"
8315,"Vice President, Site Reliability Engineering","September 2018 – November 2019(1 year 2 months)San Francisco Bay Area"
8316,"Senior Director, Site Reliability Engineering","April 2018 – September 2018(5 months)San Francisco Bay Area"
8317,"Director, Site Reliability Engineering","December 2015 – April 2018(2 years 4 months)San Francisco Bay Area"
8318,"Sr. Manager, Site Reliability Engineering","February 2015 – December 2015(10 months)San Francisco Bay Area"
8319,"Principal Software Engineering Manager","November 2014 – January 2015(2 months)San Francisco Bay Area"
8320,"Principal Service Engineering Manager","May 2011 – October 2014(3 years 5 months)San Francisco Bay Area"
8321,"Lead Operations Engineer, Windows Phone Services/Danger","November 2008 – May 2011(2 years 6 months)San Francisco Bay Area"
8322,"Lead Program Manager","October 2007 – October 2008(1 year)San Francisco Bay Area"
8323,"Senior Program Manager","January 2004 – September 2007(3 years 8 months)"
8324,"Metrics Generation Team Lead","February 1999 – January 2004(4 years 11 months)"
8325,"Support Team Lead","December 1996 – February 1999(2 years 2 months)"
8326,"Technical Writer","August 1996 – December 1996(4 months)"
8327,"Vice President, Site Reliability Engineering","November 2019 – Present(7 months)San Francisco Bay Area"
8328,"Eng","January 2016 – January 2017(1 year)San Francisco, CA"
8329,"Product Engineer","June 2013 – January 2016(2 years 7 months)San Francisco, CA"
8330,"Small Computers Specialist","June 2013 – January 2016(2 years 7 months)San Francisco, CA"
8331,"UI Engineer","August 2012 – June 2013(10 months)Palo Alto, CA"
8332,"Intern","December 2011 – January 2012(1 month)New York, NY"
8333,"Founder and Tech","2004 – 2010New York, NY"
8334,"VP of Engineering","August 2017 – Present(2 years 10 months)San Francisco, CA"
8335,"Manager, Project Manager & Autonomous Vehicle Test Manager","November 2015 – November 2016(1 year)Sunnyvale, CA"
8336,"Implementation Manager, Client Solutions","August 2014 – November 2015(1 year 3 months)Palo Alto, CA"
8337,"Lead Hardware Engineer, Robotics Group | Technical Area Liaison | Project Manager [PMP]","January 2002 – August 2014(12 years 7 months)Moffett Field, CA"
8338,"Teaching Assistant, ME 161 Dynamic Systems","September 2001 – November 2001(2 months)"
8339,"Co-op/Intern, Emerging Technology Strategist,","September 2000 – June 2001(9 months)"
8340,"Intern","June 2000 – September 2000(3 months)"
8341,"Engineer","March 2000 – June 2000(3 months)"
8342,"Intern","June 1999 – September 1999(3 months)Tokyo, Japan"
8343,"Sr. Engineering Program Manager, SPG","December 2016 – Present(3 years 6 months)"
8344,"Co-Organizer - MongoDB Community User Group (PhillyMUG)","January 2016 – Present(4 years 5 months)Philadelphia, PA"
8345,"Sr. Solutions Architect","January 2016 – March 2018(2 years 2 months)Greater New York City Area"
8346,"Solutions Consultant","June 2013 – December 2015(2 years 6 months)Yardley, PA"
8347,"Business Development Solutions Consultant","June 2013 – December 2015(2 years 6 months)Palo Alto, CA"
8348,"Pre-Sales Software Consulting Manager","September 2012 – July 2013(10 months)New York"
8349,"Senior Software Consultant","January 2011 – September 2012(1 year 8 months)New York, Philadelphia Region"
8350,"Engineer Consultant","April 2010 – January 2011(9 months)Jersey city, New Jersey"
8351,"Engineering Manager","October 2006 – April 2010(3 years 6 months)Pennington, New Jersey"
8352,"Vice President, Head of UNIX Engineering","March 2000 – October 2006(6 years 7 months)Greater New York City Area"
8353,"Vice President, Manager of Internet Support Services","March 1998 – October 2000(2 years 7 months)Greater New York City Area"
8354,"Systems Administrator","March 1997 – March 1998(1 year)"
8355,"Webmaster / Developer","1996 – 1997"
8356,"Store Systems Manager","1995 – 1996"
8357,"Technical Services Director","1993 – 1994"
8358,"Systems Programmer / Analyst","March 1987 – December 1993(6 years 9 months)"
8359,"Director, Principal Developer Advocate","March 2018 – Present(2 years 3 months)Greater New York City Area"
8360,"Software Engineer","May 2016 – May 2017(1 year)Mountain View, CA"
8361,"Senior Software Engineer","July 2015 – April 2016(9 months)Palo Alto, CA"
8362,"Software Engineer","September 2013 – July 2015(1 year 10 months)Palo Alto, CA"
8363,"Graduate Research Assistant","August 2011 – August 2013(2 years)Pittsburgh, PA"
8364,"IT Technology Intern","February 2010 – May 2010(3 months)New York, NY"
8365,"Co-founder and Technology Lead","May 2017 – Present(3 years 1 month)Sunnyvale, CA"
8366,"VP Cloud Platform Engineering","December 2016 – May 2017(5 months)San Francisco Bay Area"
8367,"Founding Member, Customer Advisory Board (Sumo Brain Trust)","January 2016 – April 2017(1 year 3 months)San Francisco Bay Area"
8368,"Head of Global Infrastructure & Cloud Engineering","March 2013 – November 2016(3 years 8 months)Palo Alto"
8369,"Customer Advisory Board","November 2015 – October 2016(11 months)San Francisco Bay Area"
8370,"Senior Director, Global Infrastructure and Cloud Services","October 2009 – March 2013(3 years 5 months)Greater Seattle Area"
8371,"Senior Director - Capacity Management","July 2008 – October 2009(1 year 3 months)Greater Seattle Area"
8372,"Vice President of Technology","July 2004 – July 2008(4 years)Greater New York City Area"
8373,"Infrastructure and Engineering Manager","April 1999 – July 2004(5 years 3 months)Greater New York City Area"
8374,"Systems Engineer","September 1998 – March 1999(6 months)Greater New York City Area"
8375,"SVP Cloud Engineering, Security, and Operations","May 2017 – Present(3 years 1 month)San Francisco Bay Area"
8376,"Solutions Consulting Lead, US West & APAC","April 2018 – May 2019(1 year 1 month)San Francisco Bay Area"
8377,"Customer Success Lead, North America & Latin America","April 2017 – April 2018(1 year)San Francisco Bay Area"
8378,"Senior Manager, Partner Solutions Sales, US West & APAC","December 2015 – April 2017(1 year 4 months)San Francisco Bay Area"
8379,"Manager, Solution Sales, West US","November 2014 – December 2015(1 year 1 month)San Francisco Bay Area"
8380,"Implementations & Managed Services","April 2012 – November 2014(2 years 7 months)San Francisco Bay Area"
8381,"Clinical Systems Engineer","February 2011 – April 2012(1 year 2 months)"
8382,"Software Engineer","July 2005 – February 2011(5 years 7 months)"
8383,"Senior Manager, Solution Engineering","May 2019 – Present(1 year 1 month)San Francisco Bay Area"
8384,"Founder and CEO","November 2016 – Present(3 years 7 months)San Francisco Bay Area"
8385,"Senior IAM Security Engineer","February 2018 – July 2018(5 months)2600 Bridge Pkwy, Redwood City, CA 94065"
8386,"Microsoft O365 SME/New Application Development","July 2017 – January 2018(6 months)San Francisco Bay Area"
8387,"Senior Windows System Engineer","February 2017 – July 2017(5 months)Palo Alto, California"
8388,"Windows System Administrator","July 2016 – October 2016(3 months)Palo Alto"
8389,"Active Directory Engineer","February 2016 – October 2016(8 months)2211 N 1st St. San Jose, California 95131"
8390,"Active Directory Engineer/SCCM Consultant","October 2014 – May 2015(7 months)Austin, Texas Area"
8391,"Senior SCCM Active Directory Architect/Eng","March 2014 – October 2014(7 months)Austin, Texas Area"
8392,"C.I.O./Lead Windows Engineer","August 2009 – October 2014(5 years 2 months)Austin, Texas Area - Waco, Texas Area"
8393,"IT Administrator","November 2013 – March 2014(4 months)Multiple Locations"
8394,"Senior Software Test Engineer II","March 2011 – August 2011(5 months)Austin, Texas Area"
8395,"Desktop Systems Administrator","July 2008 – June 2009(11 months)Austin, Texas Area"
8396,"Desktop/Helpdesk Support","January 2008 – February 2008(1 month)"
8397,"E-Business Solutions Analyst","October 2007 – January 2008(3 months)"
8398,"Server / Application Test Technician","July 2007 – October 2007(3 months)"
8399,"Software Test Engineer","October 2006 – May 2007(7 months)"
8400,"Systems/Application Install Test Technician","July 2006 – October 2006(3 months)"
8401,"Lead Senior Relability Engineer - OKTA","September 2018 – Present(1 year 9 months)12920 SE 38th St. Bellevue, WA 98006"
8402,"Sr Engineering Manager, Cloud Engineering","June 2018 – January 2019(7 months)"
8403,"Sr. Manager, Software Engineering","April 2016 – June 2018(2 years 2 months)"
8404,"Engineering Manager","October 2015 – April 2016(6 months)"
8405,"Engineering Manager","October 2013 – September 2015(1 year 11 months)"
8406,"Sr. Software Engineer","November 2012 – October 2013(11 months)"
8407,"Principle Member of Technical Staff, Java SE","February 2010 – November 2012(2 years 9 months)Santa Clara"
8408,"Senior Member of Technical Staff, Java SE","January 2007 – February 2010(3 years 1 month)"
8409,"ArcEngine Java Tech Lead","October 2006 – December 2006(2 months)"
8410,"Developer Support Analyst","April 2005 – October 2006(1 year 6 months)"
8411,"Search Engineering Manager","April 2019 – Present(1 year 2 months)"
8412,"Software Engineering Manager","November 2012 – February 2014(1 year 3 months)Palo Alto, CA"
8413,"Software Engineering Manager","January 2008 – October 2012(4 years 9 months)"
8414,"Principal Software Engineer","September 2006 – January 2008(1 year 4 months)"
8415,"Senior Software Engineer","August 2001 – September 2006(5 years 1 month)"
8416,"Senior Software Engineer","1998 – 2001"
8417,"Senior Software Engineering Manager","March 2014 – Present(6 years 3 months)"
8418,"Director, Technical Program Management","June 2015 – February 2019(3 years 8 months)Palo Alto, CA"
